store_id,store_name,location,demographics
933,"Gonzalez, Edwards and Hamilton",7496 Clark Dale Apt. 119,"(-24.901518,-153.353877)"
934,Baker-Haynes,5338 Rogers Stravenue,"(37.7175205,85.773800)"
935,"Wilson, Hayden and Campbell",,"(19.4706965,7.451591)"
936,Walker-Johnston,62641 Soto Hills,"(86.870155,-59.800167)"
937,Harvey-Jackson,27041 Warren Isle Suite 799,DEMOGRAPHICS_ERROR
938,Williams Inc,79033 Matthew Falls,"(-26.6884215,-91.275820)"
939,Lowe Group,None,"(9.2471785,-25.972626)"
940,Gates Group,1466 Leslie Oval Apt. 406,"(-15.8310625,-165.955850)"
941,Roberts LLC,4107 Sheri Forges Apt. 060,"(-85.736338,98.318319)"
942,"Davis, Sanchez and Martinez",LOCATION_ERROR,"(29.607628,63.549722)"
943,"Peterson, Klein and Rocha",867 Gomez Branch Suite 621,"(-19.543275,126.775996)"
944,Thompson Ltd,3529 Leonard Union Suite 064,"(-48.118594,42.969477)"
945,"Li, Mccarthy and Jackson",2523 Lucas Underpass Suite 532,"(-81.7366315,13.069075)"
946,Moran Ltd,130 Miller Fork Apt. 785,"(-36.1395945,169.757586)"
947,"Jefferson, Massey and Evans",42616 Mcmillan Court Apt. 497,"(76.9697975,-15.112461)"
948,"Walker, Davis and Paul",88528 Amanda Harbor Apt. 038,"(-40.932368,52.937794)"
949,"Williams, West and Bell",698 Lisa Square Apt. 529,"(31.142884,-164.885101)"
950,"Watson, Brown and Hall",58357 Brooke Manors,"(35.503538,16.871982)"
951,Shah Group,7843 Holmes Forks Suite 650,"(46.550130,122.039356)"
952,Anderson-Rollins,3931 Justin Rapids Apt. 927,"(-3.2063335,110.320547)"
953,STORE_ERROR,3349 Long Mission,"(-29.1466375,-127.839089)"
954,Anderson-Washington,75142 Willis Pike,None
955,Guzman and Sons,None,"(-81.828180,40.082735)"
956,"Hernandez, Fields and Manning",76977 Aaron Park,"(-63.1467735,-145.114835)"
957,STORE_ERROR,821 Jenkins Mount Suite 508,"(-11.6594215,-64.177070)"
958,Miller-Lewis,67939 Grant Glen,"(25.6251105,-43.318736)"
959,Norton Inc,61743 Hayes Run,"(88.9878435,53.948180)"
960,Bass-Mcintyre,5321 Ford Plains Suite 604,"(32.1032025,-105.276263)"
961,Mccarthy Ltd,105 James Harbors,"(-5.6037355,63.253537)"
962,Porter-Holmes,320 Lauren Spur,"(-40.371955,176.660187)"
963,Walker-Watson,LOCATION_ERROR,"(65.826570,-162.340146)"
964,,7793 Taylor Hollow Apt. 485,"(-77.330556,168.061803)"
965,Dawson LLC,None,"(27.249936,-82.030666)"
966,Wagner Ltd,6449 Stanley Street Apt. 537,"(-49.546991,-53.899736)"
967,Bauer-Morse,42455 Jessica Falls Suite 629,"(-6.4960565,-67.616345)"
968,Guerrero Ltd,55774 Brown Street Apt. 336,"(-31.819165,-130.011381)"
969,Wagner-Walker,776 Anderson Stream,"(-6.158865,10.138202)"
970,None,17365 Jennifer Squares,"(-47.645294,-135.360206)"
971,Nguyen-Mills,63019 Benjamin Skyway Suite 046,"(26.348374,-6.194969)"
972,Scott Inc,LOCATION_ERROR,DEMOGRAPHICS_ERROR
973,"Ellison, Steele and Cain",418 Patrick Knoll,"(-40.1792705,51.671741)"
974,Wright LLC,1186 Herman View Apt. 334,"(-88.2718615,89.615611)"
975,"Diaz, Davis and Murray",91779 Nolan Divide Suite 061,"(-54.9797455,-156.142683)"
976,"Welch, Davidson and Doyle",288 Taylor Burg Suite 368,"(74.2371675,62.201971)"
977,Miller PLC,696 Dyer Orchard,"(57.8758305,12.801470)"
978,Pacheco-Reyes,2201 Tyler Walks Suite 574,"(54.141618,102.449826)"
979,Lewis LLC,767 Wayne Village Apt. 315,"(-52.959589,-26.759228)"
980,"Lewis, Ward and Salazar",16707 Hines Overpass,"(10.0893185,-59.026748)"
981,Conner Inc,647 Mark Light Apt. 878,"(30.3000845,-172.701696)"
982,Tran LLC,793 Adkins Extension,"(-75.2445505,173.288267)"
983,STORE_ERROR,25154 Alexis Bridge Apt. 819,"(0.5548455,55.550168)"
984,None,85801 Kerr Crossing Suite 127,"(44.984154,-81.599248)"
985,Smith Group,8440 Christina Villages Apt. 656,"(-38.554694,-112.755758)"
986,Dorsey-Reese,01318 Robert Mall,"(12.967392,122.349038)"
987,Thompson PLC,12681 William Causeway,"(-18.140732,114.313749)"
988,Thompson-Maxwell,None,"(-62.857734,32.185220)"
989,Young Ltd,25050 Ashley Fords,"(-67.952526,5.880178)"
990,Ewing-Stewart,6761 Melissa Locks Suite 676,"(76.890681,157.015290)"
991,"Banks, Collins and Robinson",070 Rogers Underpass,"(20.787217,-117.179729)"
992,Smith-Garcia,LOCATION_ERROR,"(67.202941,118.756876)"
993,STORE_ERROR,30542 Chavez Flat Apt. 052,"(72.106246,-176.891770)"
994,STORE_ERROR,40012 Stephanie Lakes,"(-22.4045635,175.228095)"
995,None,1065 Shawna Greens Apt. 536,"(75.756033,167.787076)"
996,"Davidson, Gonzalez and Smith",15218 Penny Prairie,"(13.4610245,-97.440042)"
997,"Barrera, Peck and Smith",1028 Lowery Flat,None
998,Thompson Ltd,02638 Rivas Islands Suite 807,"(-62.643400,138.596820)"
999,"Hoffman, Kline and Le",3661 Franklin Causeway,"(-51.655840,59.788114)"
1000,"Wiley, Lewis and Scott",925 Melton Throughway Suite 280,"(-54.032358,92.181331)"
1001,"Hudson, Taylor and Collins",5298 Wright Ferry Suite 474,"(-6.480330,138.765744)"
1002,Ray Inc,751 Choi Mountain Suite 342,"(0.790644,176.164490)"
1003,Stevens-Walker,509 Robert Route,"(-67.466610,-152.689156)"
1004,Trujillo-Gentry,469 Michelle Alley,"(-78.7416985,-27.950061)"
1005,Rich Group,LOCATION_ERROR,"(8.652953,-179.304111)"
1006,Hughes-Martinez,565 John Point,"(-41.8018245,177.809584)"
1007,Pearson-Williams,6151 Gonzalez Estate,"(1.134884,61.661025)"
1008,Perry Inc,74793 Judith Locks,"(82.524464,97.141390)"
1009,Roberts-Pierce,None,"(5.3420695,107.493505)"
1010,Hendrix Group,65517 Jeffrey Gateway Apt. 486,
1011,Garza-Caldwell,422 Jeff Spring Suite 152,"(-24.7327015,27.229536)"
1012,Smith Inc,97869 Samuel Creek Suite 159,"(47.8059955,95.726207)"
1013,"Hansen, Gonzalez and Jordan",8391 Tara Ferry,"(88.246770,9.616976)"
1014,"Huff, Reed and Tran",443 Jenkins Forks Suite 834,"(83.3447505,179.715641)"
1015,"Figueroa, Joyce and White",5661 Colleen Divide,"(-82.4170285,169.962032)"
1016,"Williams, Robinson and Osborne",7948 Michael Harbor Apt. 273,"(-48.408038,80.387526)"
1017,Monroe-Juarez,887 Monique Lock Suite 732,
1018,Russell-Buchanan,9145 Michael Tunnel,"(-19.558193,77.621816)"
1019,STORE_ERROR,567 Tony Knoll,DEMOGRAPHICS_ERROR
1020,"David, Hernandez and Rivera",343 Michael Common Suite 738,"(39.9785635,-109.333659)"
1021,Collins Inc,03185 Trevino Brooks,"(-79.140602,141.887897)"
1022,Espinoza LLC,87328 Harris Mills Apt. 528,"(33.112609,54.085336)"
1023,Ali-Williams,41641 Harris Mount Suite 124,"(-42.209383,-120.169311)"
1024,"Martin, Perez and Vargas",None,"(-84.3301175,86.382930)"
1025,King-Miller,4947 Bauer Curve,"(66.0711905,93.821200)"
1026,Thompson Group,32297 Heather Pass Suite 023,"(-82.659611,-155.054194)"
1027,Bennett-Zavala,1403 Morales Village,DEMOGRAPHICS_ERROR
1028,"Jimenez, Smith and Jones",7171 Jennifer Walks,
1029,"Thomas, Jenkins and Olson",5816 Amanda Drive Suite 384,
1030,Thompson-Bauer,033 Nicole Drive Apt. 013,"(-80.3763915,-79.362490)"
1031,Brown Ltd,049 Jennifer Meadows Suite 238,"(-10.2895225,120.646863)"
1032,"Trevino, Flores and Cantu",LOCATION_ERROR,
1033,Baker Ltd,4919 Gutierrez Highway Apt. 369,"(-45.355662,113.428048)"
1034,"Rice, Mcguire and Gibson",42124 Amy Mills,"(-79.9397845,-40.638977)"
1035,Perry Ltd,665 Steven View,"(-84.529278,164.652018)"
1036,Lynch PLC,32749 Sean Mission Apt. 514,None
1037,"Reyes, Johnson and King",131 Kimberly Green,"(-39.2536595,2.069211)"
1038,"Young, Taylor and Daniels",60085 Miller Brook Suite 702,"(54.5439705,-151.300364)"
1039,Johnson Group,985 Johnson Light,"(25.808581,-8.104817)"
1040,Lindsey LLC,4530 Ayala Rapids,
1041,Valenzuela PLC,486 Lindsay Road,"(-79.189314,74.113035)"
1042,Ferguson-Clark,8434 Emily River,"(85.6922015,162.080754)"
1043,"Palmer, Johnson and Jones",587 William Bridge Suite 792,"(-76.327515,34.434962)"
1044,Hicks Group,057 Ford Views Apt. 205,DEMOGRAPHICS_ERROR
1045,None,839 Reyes Junction Apt. 952,"(-48.809761,176.246487)"
1046,Mendez LLC,19733 Taylor Plain Apt. 973,"(52.7959435,82.266390)"
1047,Adams Ltd,None,"(42.321183,-19.714495)"
1048,Garza-Martinez,LOCATION_ERROR,"(-9.367887,83.228106)"
1049,None,97839 Perez Fall Suite 745,"(41.4709615,29.522054)"
1050,Ruiz-Brown,722 Richard Crossroad Suite 626,"(-87.687409,117.337985)"
1051,"Kane, Freeman and Scott",442 David Burgs Apt. 959,"(57.4856535,-32.520392)"
1052,Hawkins-Wall,069 Zachary Key Suite 863,"(16.994318,8.466915)"
1053,Osborne-Harper,86507 Jonathan Ways,"(84.816561,-80.388289)"
1054,Stone-Moore,3998 Dean Viaduct Apt. 784,"(84.9482035,-51.385946)"
1055,Zimmerman-Bass,6866 Williams Vista,"(2.683785,-118.614932)"
1056,Cooper Group,None,"(64.4499485,77.337701)"
1057,Monroe LLC,,None
1058,Webb-Trujillo,9081 Crystal Rue Apt. 302,"(-73.5136665,-30.506190)"
1059,Lowe-Hill,6718 Lewis Landing,"(65.159849,50.629583)"
1060,,0401 James Extension,"(89.739805,-97.294865)"
1061,Nguyen-Hood,3407 Nelson Harbor Apt. 908,None
1062,STORE_ERROR,28870 Kelly Lane Suite 953,"(-48.846371,-19.037125)"
1063,Moss PLC,282 Michael Loop,"(-39.3608145,-19.664061)"
1064,Ruiz Inc,8638 Joy Glens Suite 563,"(-76.5232605,174.070577)"
1065,Edwards-Mclaughlin,3664 Tiffany Vista Suite 037,"(35.2227455,50.651477)"
1066,Hunt-Taylor,3293 Jennifer Mission Apt. 032,DEMOGRAPHICS_ERROR
1067,"Barnes, Webb and Delgado",608 Teresa Forge,"(-87.0555575,68.374488)"
1068,STORE_ERROR,36738 Theodore Village,"(-76.066454,-171.909288)"
1069,Neal Inc,85329 Farley Crescent,"(-87.4902655,107.314510)"
1070,None,25081 Melanie Valleys,"(-27.3785885,173.803852)"
1071,Contreras Ltd,445 Stevens Ways Apt. 140,"(-62.7958505,-119.037102)"
1072,Murphy PLC,010 Danny Green Suite 241,"(-6.398271,113.045306)"
1073,STORE_ERROR,19853 Eric Common Suite 492,"(-55.9122065,87.780534)"
1074,Hill-Wagner,518 Burton Rapids Apt. 663,DEMOGRAPHICS_ERROR
1075,Holmes LLC,LOCATION_ERROR,"(36.529365,-146.676785)"
1076,"Luna, Sampson and Boyer",,"(-9.886850,48.260511)"
1077,Parrish-Beck,661 Roberts Spur,"(89.498150,-8.203870)"
1078,Zimmerman-Jensen,6887 Stephanie Forks,DEMOGRAPHICS_ERROR
1079,"Watts, Fletcher and Boyd",57174 Jones Track Apt. 182,"(-52.113061,98.218038)"
1080,Wilson-Dougherty,4290 Church Mountains Suite 172,"(53.069316,14.563544)"
1081,"Wyatt, Coffey and Hunt",5424 Jennifer Shoal Suite 786,"(-62.0281955,95.752166)"
1082,Lin-Hoffman,12935 Kyle Station,"(-82.134507,109.979978)"
1083,Villarreal Group,788 Joseph Centers Apt. 870,"(-49.674507,168.796275)"
1084,Cox PLC,7528 Laura Hollow,"(-84.3603805,-157.713846)"
1085,Flores-Cooley,216 Cynthia Summit Suite 421,None
1086,Soto-Leonard,1944 John Shores Apt. 377,None
1087,Rogers-Hughes,4574 Kenneth Inlet Suite 433,"(88.0803065,-106.123490)"
1088,Flores and Sons,None,"(-12.3170415,167.573694)"
1089,Casey-Clark,,"(-86.3601075,45.410551)"
1090,"Smith, Stone and Hall",30365 Garner Squares,"(-70.5604565,3.375297)"
1091,Carney-Moreno,40062 Daniel Island Suite 835,"(89.425617,-165.520809)"
1092,Atkinson-Bennett,9509 Alexander Gardens Apt. 306,"(56.341432,-68.306696)"
1093,STORE_ERROR,LOCATION_ERROR,"(19.262559,-109.385093)"
1094,Lane-Williams,513 Moore Rapids Apt. 036,"(-59.7350305,-48.290608)"
1095,Mitchell-Morales,665 Julie Walk,"(-76.6350945,98.703750)"
1096,Scott Group,958 Alexandra Mount Apt. 308,"(-9.427943,-121.093261)"
1097,None,LOCATION_ERROR,DEMOGRAPHICS_ERROR
1098,Silva Inc,29060 Mcdonald Station Apt. 047,
1099,Mckay-Jones,4111 Rachel Ridge,"(-17.5747595,140.397084)"
1100,Caldwell-Burns,38470 Gallegos Key Suite 276,"(46.042516,152.438970)"
1101,None,91223 Sherman Garden Suite 250,"(27.7174145,-155.210813)"
1102,Sandoval-Pearson,58743 Ernest Summit,DEMOGRAPHICS_ERROR
1103,Patrick Ltd,2358 Harry Islands,"(-74.4514945,23.593340)"
1104,STORE_ERROR,LOCATION_ERROR,"(2.247279,-122.162505)"
1105,"Martinez, Rodriguez and Brown",LOCATION_ERROR,"(-73.716773,99.911979)"
1106,None,71621 Johnson Lock Suite 054,"(-67.367462,-4.812687)"
1107,Hall Group,235 Carter Summit,"(-59.3876855,-83.867671)"
1108,White Inc,08855 Kelley Port Suite 392,"(32.117817,-11.000509)"
1109,Smith-Edwards,4434 Bradford Fork Apt. 339,"(-78.5179855,132.352999)"
1110,Davila PLC,3703 Scott Crescent,"(-2.9618165,-29.255985)"
1111,,24110 Elizabeth Turnpike,"(9.225429,-120.384014)"
1112,"Larson, White and Murray",88208 Charles Circles Suite 001,"(-54.4740575,-91.934666)"
1113,Hart and Sons,86893 Massey Extensions,"(46.811703,-156.400915)"
1114,Simmons-Garza,625 Stephanie Fork Apt. 860,"(-84.1353095,158.888702)"
1115,Carson Ltd,7105 Juarez Path,"(85.491316,-104.283971)"
1116,"Russell, Bailey and Anderson",3587 Charles Flats,"(33.528705,-7.668669)"
1117,Jones and Sons,609 Bell Radial,"(-83.393397,142.314934)"
1118,None,7716 Scott Place,"(1.892774,-156.467908)"
1119,,199 Nelson Rapid Apt. 026,"(79.522664,20.693001)"
1120,Fuller-Wood,7018 Porter Summit Suite 219,"(-83.715917,-24.071285)"
1121,Roberts-Tyler,6120 Stephen Mission Suite 478,"(-68.7794095,-130.113998)"
1122,None,18882 Mark Canyon Apt. 190,DEMOGRAPHICS_ERROR
1123,Rivera LLC,72595 Morgan Station Apt. 261,"(70.2087065,162.098277)"
1124,Brown-Durham,87327 Carla Common,"(-52.2910425,19.662359)"
1125,"Lee, Howell and Jacobs",712 Beverly Mount Suite 035,"(27.672869,-99.605265)"
1126,Shannon PLC,690 Carter Ramp Apt. 540,
1127,Watkins-Newman,1733 John Crescent,"(10.581594,-34.258878)"
1128,Brooks-Hernandez,1524 Allison Rest Apt. 520,"(11.142432,-127.986864)"
1129,Cole-Davidson,LOCATION_ERROR,"(62.2784845,86.447905)"
1130,Riley-Shields,3217 Sanchez Ford Suite 329,"(73.824966,39.296413)"
1131,Caldwell-Patrick,4699 Flores Drives,"(-89.5806055,-79.838831)"
1132,Hartman Inc,3050 Tyler Flats,None
1133,Ballard Ltd,979 Micheal Common,"(-65.693474,-39.568840)"
1134,"Cox, Wilkins and Dixon",LOCATION_ERROR,"(60.488566,23.210278)"
1135,,259 Joshua Estates,"(68.952554,48.577656)"
1136,Taylor PLC,7956 Jon Trafficway Suite 577,"(45.882124,-64.415801)"
1137,"Evans, Gonzales and Santiago",9860 Spencer Light,"(44.9217045,138.717325)"
1138,Watson PLC,,"(83.057904,-68.194534)"
1139,"Bennett, Davis and Moore",7371 Shawn Loaf,"(44.6420435,50.637009)"
1140,"Alexander, Jones and Rhodes",807 David Underpass Apt. 653,"(59.399657,43.525169)"
1141,Garza-Austin,662 Walker Plains Apt. 742,DEMOGRAPHICS_ERROR
1142,Collins-Kim,374 Toni Ports Suite 486,"(45.5867645,131.854576)"
1143,Glass-Glover,879 Deanna Passage Suite 338,"(70.8162945,-95.409751)"
1144,"Hughes, Hawkins and Bryant",34745 Edwin Knolls Apt. 582,"(-5.6686725,26.840049)"
1145,"Anderson, Hogan and Pena",3337 Robert Mews,"(73.8122625,166.256318)"
1146,Koch-Velez,871 Thomas Dale Suite 396,"(-64.644963,-29.365881)"
1147,Campbell LLC,030 Allen Fords,"(-52.913452,121.093603)"
1148,Matthews Inc,,"(-1.433868,-141.451123)"
1149,"Young, Hayes and Berger",248 Burke Alley,"(61.6581295,-141.830167)"
1150,Grant Inc,4546 Kimberly Greens Suite 770,"(69.790865,125.610708)"
1151,"Johnson, Ford and Hansen",LOCATION_ERROR,DEMOGRAPHICS_ERROR
1152,"Zimmerman, Sanchez and Powell",2214 Tammy Estates Apt. 869,"(-34.6777475,-112.303614)"
1153,Morgan and Sons,LOCATION_ERROR,
1154,"Henry, Martin and Wyatt",938 Brian Trafficway,"(72.519633,-49.967229)"
1155,Chavez Ltd,53058 Edwards Ways,"(11.0441305,119.721085)"
1156,Lopez-Hunter,2941 Jessica Cliff Apt. 712,"(-9.009074,-154.292334)"
1157,Griffin and Sons,71528 Sanchez Trail,"(-18.7606235,105.938637)"
1158,Austin-Gray,055 Williamson Crest Apt. 536,"(-47.552373,140.469843)"
1159,Fletcher-Bailey,336 Renee Field,"(58.8433885,-125.520565)"
1160,James Group,7565 Paul Row,"(81.6950415,123.723808)"
1161,Johnson and Sons,13124 Kane Crossing Suite 021,"(80.571259,-165.406912)"
1162,Chase-Robinson,75507 White Vista,"(61.7274535,-98.028939)"
1163,Goodman and Sons,946 Laura Coves Apt. 034,DEMOGRAPHICS_ERROR
1164,"Ellison, Durham and Vega",977 Carpenter Rapid Apt. 794,None
1165,None,085 Jacob Forks,"(1.6235405,-87.222664)"
1166,Alvarez PLC,807 Jon Points,"(-45.8301875,48.696929)"
1167,Hill-Parks,78119 Jennifer Fields,"(58.6737125,127.644071)"
1168,None,6090 Rachel Fall,"(-37.9042195,19.784936)"
1169,STORE_ERROR,912 James Loop Suite 957,"(72.4998565,101.018630)"
1170,Morris Inc,7512 Robinson Stravenue Apt. 084,"(51.084463,22.673554)"
1171,"Kim, Allen and Jones",54087 Thomas Villages Apt. 848,"(-67.5842695,-148.882432)"
1172,Rosales-Pitts,8183 Martinez Squares,DEMOGRAPHICS_ERROR
1173,"Castro, Hart and Johnson",768 Douglas Tunnel Suite 429,"(-31.4910425,-75.935961)"
1174,"Fleming, Myers and Robertson",89785 Cole Ports,"(73.251793,107.978587)"
1175,Harris Group,None,"(-81.889100,-98.447327)"
1176,"Mueller, Russo and Garcia",2859 Johnson Mission Suite 579,"(3.623471,-24.769310)"
1177,"Gardner, Young and Morris",1321 Thompson Via,"(-82.9073615,-177.293381)"
1178,Gonzales Group,45953 Anthony Mall Apt. 266,"(45.8729195,136.412124)"
1179,Shields-Norris,284 Franklin Ridge,"(-15.2588525,-88.243840)"
1180,Hunt-Dunn,5400 Zavala Forge Apt. 364,"(-31.900659,-6.157161)"
1181,Stanley Inc,827 Julie Burg Suite 258,"(39.029190,-8.718365)"
1182,"Ballard, Ramos and Cox",986 Andrews Loop Suite 190,"(10.242806,-131.481028)"
1183,Mills and Sons,8024 Cooper Creek Suite 739,"(-0.413149,-179.152007)"
1184,"Miller, Santana and Kelley",None,DEMOGRAPHICS_ERROR
1185,"Alvarez, Morrow and Gonzales",851 Calderon Camp,"(-69.8321015,-58.585459)"
1186,Hayes-Gray,8505 Lewis Courts,"(50.4194175,7.846856)"
1187,Sharp and Sons,5681 Porter Way Apt. 883,"(28.9167545,-148.162387)"
1188,STORE_ERROR,None,"(-1.828986,-154.401812)"
1189,Rice-Carter,4359 Hunt Lakes,"(-58.434783,127.205667)"
1190,STORE_ERROR,1128 Wells Center,"(-49.0800175,-89.906364)"
1191,Lam and Sons,6320 Kerr Ridges,"(-72.7332225,13.465770)"
1192,Lopez-Petty,84791 Rivera Manors,
1193,Barrett LLC,97819 Armstrong Hill Apt. 707,"(62.6340955,-60.194414)"
1194,Jones LLC,2289 Cook Land,"(-14.1944095,-135.485378)"
1195,Villanueva-Gomez,4714 Benjamin Cove Suite 279,"(-70.2065595,161.788731)"
1196,"Krause, White and Ramirez",80702 Curry Street,"(50.480974,48.143095)"
1197,Matthews Inc,78837 Timothy Estate,"(36.296449,-106.649072)"
1198,STORE_ERROR,17227 Melissa Plains Apt. 948,"(16.3856015,64.844581)"
1199,Reed PLC,,"(49.205963,-38.524848)"
1200,Cordova LLC,1807 Dana Run,"(-50.8844265,178.096925)"
1201,Jones Ltd,,"(5.4673475,16.823806)"
1202,Huynh Ltd,688 Bell Courts,"(-41.888686,175.700977)"
1203,"Webb, Castro and Smith",1225 Brandon Trace Suite 142,"(-80.7487055,-20.620735)"
1204,Bates Ltd,9435 Julie Turnpike,"(4.122126,-148.786671)"
1205,"Reed, Vang and King",556 Laurie River Suite 628,"(61.2130285,-47.184854)"
1206,Dixon Ltd,,"(-80.415597,100.782441)"
1207,"Charles, Goodman and Taylor",None,"(-83.659136,164.041531)"
1208,"Mitchell, Sandoval and Jackson",998 Karen Prairie Apt. 488,"(-54.204718,162.953327)"
1209,"Schultz, Butler and Flores",None,
1210,Hunt Inc,830 Chavez Route Apt. 002,"(-59.267086,-50.220326)"
1211,Gould-Fischer,73412 Griffin Mountains,"(-29.733158,-49.240604)"
1212,"Davis, Atkins and Sanders",LOCATION_ERROR,"(-36.5073445,-140.228506)"
1213,"Fowler, Scott and Bartlett",340 Kennedy Run,"(10.4756425,-146.427505)"
1214,"Ochoa, Terry and Park",375 Page Fort Apt. 256,"(67.3582005,8.593324)"
1215,"Graham, Kent and Silva",471 Gray Crest,"(-16.6218335,-130.543595)"
1216,Martinez-Allen,8104 Frey Courts,"(-26.212163,53.367060)"
1217,STORE_ERROR,197 Mitchell Stream Apt. 189,"(-18.7771275,40.727645)"
1218,None,834 Elizabeth Plains,"(-13.770071,-111.252091)"
1219,Jackson-Hayes,7944 Lee Path,"(17.630643,-24.727308)"
1220,None,002 Butler Place,"(41.0055785,-152.188828)"
1221,"Jacobs, Jones and Leblanc",31667 Ellison Square,"(-45.7586375,133.474650)"
1222,Lopez-Brooks,0911 Williams View Suite 826,"(50.789166,115.093790)"
1223,None,2798 Justin Walks Suite 026,None
1224,"Hess, Hull and Conway",05962 Edwards Station Suite 693,"(67.563333,-162.789928)"
1225,Baker-Powers,7063 Cheryl Circles Suite 318,"(72.9772595,55.268060)"
1226,Murillo-Nelson,LOCATION_ERROR,"(-43.729779,141.498286)"
1227,Hodges-Peterson,24425 Chelsey Streets Suite 887,"(69.566010,79.351813)"
1228,Larson and Sons,85120 Ralph Street,"(53.5357315,-134.095153)"
1229,Gillespie PLC,47746 Vazquez Wells Apt. 694,"(83.236410,100.536141)"
1230,"Castro, Smith and Roberts",502 Veronica Stream,"(-62.383264,-117.766173)"
1231,None,400 Salazar Walks,"(-63.1334225,-45.571897)"
1232,"Friedman, Peterson and Long",13522 Wallace Mews Suite 132,"(52.9775275,47.668882)"
1233,"Torres, Dixon and Weaver",373 Caleb Fork,None
1234,"Stewart, Fleming and Brown",6592 Roberson Center Apt. 764,"(-46.1200695,18.210873)"
1235,Mann-Cardenas,4598 Stephanie Rest,"(14.9911205,-146.270390)"
1236,"Le, Smith and King",59379 Mcdonald Parkways,"(-89.138337,-150.196613)"
1237,Webb-Rodriguez,8567 Christine Views,None
1238,"Jones, Mcpherson and Jones",None,"(-66.4363755,2.724387)"
1239,"Daugherty, Martinez and Ortiz",9535 Glenda Key Suite 203,DEMOGRAPHICS_ERROR
1240,Smith LLC,923 Steven Neck,DEMOGRAPHICS_ERROR
1241,Frazier Ltd,8815 Brown Vista Suite 601,"(63.3819885,12.552684)"
1242,Schultz-Brady,7478 Marshall Ville Suite 738,"(45.3713415,148.075768)"
1243,Rogers-Benton,157 Brian Trail,"(-62.0850075,142.406293)"
1244,"Howard, Vazquez and Moreno",0056 Stacy Cliff,"(-75.660556,25.595828)"
1245,Kim-Baker,86037 Rodriguez Harbor Apt. 000,"(83.1536205,-168.643376)"
1246,Stanton Group,768 Scott Turnpike,"(-18.7944455,-96.537687)"
1247,"Porter, Kennedy and Clark",68301 Margaret Squares,"(-31.798144,157.985025)"
1248,Perez-Baker,2425 White Mission,"(34.2820615,157.062260)"
1249,"Weaver, Washington and Norris",034 Larry Mountains Suite 523,"(-69.515580,47.746042)"
1250,None,266 Mark Walk Apt. 493,
1251,Mccoy LLC,1052 Brown Plaza Apt. 770,"(-30.139796,-99.946488)"
1252,Friedman and Sons,125 Austin Way,DEMOGRAPHICS_ERROR
1253,Bell Ltd,10049 Kelly Bridge Suite 025,"(-58.1140065,90.255687)"
1254,"Lawson, Hernandez and Edwards",LOCATION_ERROR,"(32.5872445,76.061592)"
1255,Morton and Sons,None,"(-2.408159,109.026889)"
1256,Rodriguez-Winters,61946 Teresa Brook Suite 254,"(-89.671438,-94.906055)"
1257,Harris LLC,223 Nicholas Spur,"(-44.210834,-173.195061)"
1258,Harris LLC,089 Christine Tunnel,"(-57.5892955,58.219728)"
1259,"Khan, Bean and Lee",5597 Vega Keys,"(35.6436375,2.999617)"
1260,Hill Ltd,LOCATION_ERROR,"(-18.8111465,107.530658)"
1261,"Henderson, Hahn and Fitzpatrick",65108 Hodges Walk,"(-74.6810715,-114.211603)"
1262,Smith-Holland,None,None
1263,Jones-Peterson,381 David Trail Suite 823,"(-36.931937,97.346765)"
1264,Crosby-Johnson,9112 Brian Trail Apt. 421,"(-27.7616425,-130.238306)"
1265,Ramos Ltd,88690 Kayla Hills,"(1.8637405,-13.960879)"
1266,None,9932 Katie Loop Apt. 268,"(-49.108919,-127.780872)"
1267,"Johnson, Johnson and Wilson",,"(-33.5474395,171.811594)"
1268,"George, Shaw and Jacobs",589 Pruitt Bridge,"(2.584679,74.078138)"
1269,"Elliott, Cabrera and Sanchez",399 Castro Inlet,"(-33.1990865,-28.219556)"
1270,Townsend Group,6144 Byrd Crescent Suite 986,"(67.4221295,92.380915)"
1271,Burns-Smith,4842 Kelley Court,"(-80.7189775,82.174516)"
1272,Gonzalez-Ross,301 Brown Wells Suite 376,DEMOGRAPHICS_ERROR
1273,Garcia Inc,86909 Jennifer Row,"(-57.036041,43.187735)"
1274,Garner-Vang,95010 Leonard Via Suite 399,"(-50.0228885,-11.042556)"
1275,Walker Group,26099 Horton Spur Apt. 981,
1276,STORE_ERROR,27982 Fuentes Loaf Apt. 674,"(55.371561,-75.231096)"
1277,Taylor and Sons,8530 Scott Viaduct,"(-66.6407705,39.393569)"
1278,Ball LLC,46490 Jason Canyon,"(81.791435,-37.452780)"
1279,STORE_ERROR,341 Justin Crescent Suite 125,"(-11.040769,145.494935)"
1280,"Campbell, Jackson and Cox",1656 Williams Isle,"(-4.645759,137.878935)"
1281,Cherry-Banks,59368 Schmitt Run,"(-61.293489,113.127074)"
1282,"Andrews, Gibson and Perry",12797 Daniel Drive Suite 701,"(6.0932535,-84.605687)"
1283,"Velez, Powers and Harris",4192 Charles Mission,None
1284,None,None,"(28.7196625,-142.044202)"
1285,Moore-Hunt,087 Herman Skyway,"(-65.4423595,-60.733604)"
1286,Hill LLC,9860 Phillips Orchard Apt. 684,"(50.1118025,113.425447)"
1287,"Douglas, Peterson and Green",45892 John Shores Apt. 950,None
